Product Name,Sub Product,Issue,Sub Issue,Company,State Name,Zip Code,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID,Date Recieved
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",VA,24502,Web,2013-09-27,Closed with explanation,Yes,Yes,545284,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,"Diversified Consultants, Inc.",MA,1535,Web,2013-10-04,Closed with explanation,Yes,No,552417,2013-10-04
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Continental Central Credit, Inc.",FL,33703,Web,2013-09-30,Closed with explanation,Yes,No,545298,2013-09-27
Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,"National Credit Adjusters, LLC",VA,24503,Web,2013-10-04,Closed with explanation,No,Yes,553358,2013-10-04
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,First Associates Loan Servicing LLC,LA,70737,Web,2013-10-21,Closed with explanation,Yes,No,552694,2013-10-04
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",MA,2189,Web,2013-09-24,Closed with explanation,Yes,No,538190,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,"MNE Services, Inc",MD,20850,Web,2013-11-14,Closed with explanation,Yes,No,552733,2013-10-04
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Citibank,NY,10467,Referral,2013-09-30,Closed with non-monetary relief,Yes,No,545392,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Southwest Credit Systems, L.P.",NC,27127,Web,2013-10-04,Closed with explanation,Yes,No,552754,2013-10-04
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Alorica Inc.,TX,76016,Referral,2013-09-30,Closed with explanation,Yes,No,545461,2013-09-27
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Citibank,VA,23150,Web,2013-09-23,Closed with monetary relief,Yes,No,538221,2013-09-23
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Synchrony Financial,MT,59711,Postal mail,2013-09-30,Closed with non-monetary relief,Yes,No,545078,2013-09-27
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Encore Capital Group,CA,90043,Referral,2013-10-01,Closed with non-monetary relief,Yes,No,545533,2013-09-27
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Bank of America,TX,76028,Postal mail,2013-10-07,Closed with explanation,Yes,No,552907,2013-10-04
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,AES/PHEAA,IL,62207,Web,2013-10-07,Closed with non-monetary relief,Yes,Yes,553535,2013-10-04
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Centron Services,MT,59930,Phone,2013-09-23,Closed with explanation,Yes,No,538025,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,TN,37841,Phone,2013-09-24,Closed with non-monetary relief,Yes,No,538107,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Synchrony Financial,TN,37841,Phone,2013-09-23,Closed with non-monetary relief,Yes,No,538108,2013-09-23
Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,"MFP, inc.",FL,33776,Phone,2013-09-30,Closed with explanation,Yes,No,545581,2013-09-27
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"EOS Holdings, Inc.",CA,95945,Web,2013-09-27,Closed with non-monetary relief,Yes,No,545591,2013-09-27
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Discover,CA,93536,Phone,2013-09-30,Closed with explanation,Yes,No,545556,2013-09-27
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Citibank,NY,11436,Phone,2013-09-30,Closed with explanation,Yes,No,545633,2013-09-27
Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,JPMorgan Chase & Co.,TX,75054,Web,2013-09-27,Closed with explanation,Yes,No,546787,2013-09-27
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Expert Global Solutions, Inc.",FL,34471,Phone,2013-09-24,Closed with explanation,Yes,No,538233,2013-09-23
Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,"Alco Collections, Inc.",LA,70884,Web,2013-10-28,Closed,Yes,No,545724,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Attempted to/Collected exempt funds,"North American Asset Services, LLC",WI,53118,Web,2013-09-27,Closed with explanation,Yes,No,545734,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"North Shore Agency, LLC",CA,95928,Phone,2013-09-24,Closed,Yes,No,538361,2013-09-23
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Citibank,PA,18088,Web,2013-09-30,Closed with non-monetary relief,Yes,No,545778,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,Encore Capital Group,WV,26101,Web,2013-09-23,Closed with explanation,Yes,No,538376,2013-09-23
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,TCF National Bank,MN,55404,Postal mail,2013-09-24,Closed with explanation,Yes,Yes,538372,2013-09-23
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Bank of America,CA,92128,Web,2013-09-23,Closed with explanation,Yes,Yes,538462,2013-09-23
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Bank of America,CA,92128,Web,2013-09-23,Closed with explanation,Yes,No,538469,2013-09-23
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Bank of America,FL,33578,Web,2013-09-23,Closed with explanation,Yes,No,538480,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",FM,32225,Phone,2013-09-24,Closed with explanation,Yes,No,538483,2013-09-23
Debt collection,Medical,Communication tactics,Called after sent written cease of comm,Clark County Collection Service,NV,89031,Web,2013-09-23,Closed with explanation,Yes,No,538586,2013-09-23
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"I.C. System, Inc.",OR,97008,Web,2013-10-04,Closed with explanation,Yes,No,553286,2013-10-04
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,NJ,7407,Web,2013-09-27,Closed with explanation,Yes,Yes,546100,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,Encore Capital Group,HI,96778,Web,2013-09-27,Closed with explanation,Yes,No,546115,2013-09-27
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Portfolio Recovery Associates, Inc.",MN,55422,Phone,2013-09-24,Closed with non-monetary relief,Yes,No,538589,2013-09-23
Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,JPMorgan Chase & Co.,GA,30044,Web,2013-10-23,Closed with explanation,Yes,No,568176,2013-10-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Linebarger Goggan Blair & Sampson, LLP",CO,80022,Web,2013-10-07,Closed with explanation,Yes,No,553109,2013-10-05
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I.C. System, Inc.",IL,61350,Web,2013-10-23,Closed with explanation,Yes,No,568228,2013-10-23
Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,"Credit Consulting Services, Inc.",CA,93950,Web,2013-10-05,Closed with explanation,Yes,Yes,553119,2013-10-05
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Professional Medical Management, Inc.",NJ,8021,Web,2013-10-05,Closed with non-monetary relief,Yes,No,553121,2013-10-05
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,"Cavalry Investments, LLC",VA,24132,Web,2013-10-23,Closed with explanation,Yes,No,568270,2013-10-23
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",FL,32246,Web,2013-10-07,Closed with non-monetary relief,Yes,No,553147,2013-10-05
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"EOS Holdings, Inc.",OK,74075,Web,2013-10-07,Closed with explanation,Yes,No,553150,2013-10-05
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Trident Asset Management, L.L.C.",NV,89148,Web,2013-09-27,Closed with non-monetary relief,Yes,No,546274,2013-09-27
Debt collection,I do not know,Communication tactics,Called after sent written cease of comm,"Portfolio Recovery Associates, Inc.",FL,34286,Web,2013-09-27,Closed with non-monetary relief,Yes,No,546275,2013-09-27
Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,"Choice Recovery, Inc.",FL,32219,Web,2013-10-07,Closed with explanation,Yes,No,553326,2013-10-06
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"Brown and Joseph, Ltd",FL,32219,Web,2013-12-23,Closed with explanation,Yes,No,553330,2013-10-06
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Sallie Mae,DC,20002,Web,2013-10-07,Closed with explanation,Yes,No,553191,2013-10-06
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,Security Finance,ID,83702,Web,2013-12-02,Closed with explanation,Yes,No,553203,2013-10-06
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Synchrony Financial,VT,5495,Phone,2013-09-30,Closed with monetary relief,Yes,No,546334,2013-09-27
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,Toyota Motor Credit Corporation,NC,28409,Web,2013-09-24,Closed with explanation,Yes,Yes,538852,2013-09-23
Debt collection,Credit card,Taking/threatening an illegal action,Sued where didn't live/sign for debt,Capital One,OH,44864,Web,2013-09-27,Closed with explanation,Yes,Yes,546358,2013-09-28
Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,"United Collection Bureau, Inc.",CA,90723,Web,2013-09-27,Closed with explanation,Yes,No,546370,2013-09-28
Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,Real Time Resolutions,AZ,85253,Web,2013-10-06,Closed with explanation,Yes,No,553232,2013-10-06
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"QC Holdings, Inc.",NM,87505,Phone,2013-11-19,Closed with non-monetary relief,Yes,No,567872,2013-10-23
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Allied International Credit Corporation,OR,97086,Web,2013-10-24,Closed with explanation,Yes,No,568360,2013-10-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Afni, Inc.",CA,90621,Web,2013-09-28,Closed with explanation,Yes,No,546382,2013-09-28
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"Portfolio Recovery Associates, Inc.",TX,77905,Web,2013-10-07,Closed with non-monetary relief,Yes,No,553717,2013-10-07
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"CashCall, Inc.",GA,30047,Web,2013-10-23,Closed with explanation,Yes,No,568413,2013-10-23
Debt collection,I do not know,Communication tactics,Called outside of 8am-9pm,"Delta Management Associates, Inc.",MS,39452,Web,2013-09-30,Closed with explanation,Yes,No,546410,2013-09-28
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,Universal Fidelity LP,CA,94037,Web,2013-09-23,Closed with explanation,Yes,Yes,539455,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Jonathan Neil & Associates, Inc",NY,11968,Web,2013-09-28,Closed,No,No,545705,2013-09-28
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,CNG Financial Corporation,CO,80246,Web,2013-12-02,Closed with explanation,No,No,568464,2013-10-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Stellar Recovery Inc.,CA,91303,Referral,2013-10-29,Closed with explanation,Yes,No,575683,2013-10-29
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,CA,91335,Web,2013-09-23,Closed with explanation,Yes,No,539465,2013-09-24
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Wells Fargo & Company,IL,60103,Web,2013-10-23,Closed with explanation,Yes,Yes,568510,2013-10-23
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Dynamic Recovery Solutions, LLC",CA,94002,Postal mail,2013-10-16,Closed with explanation,Yes,No,546637,2013-09-29
Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,HSBC North America Holdings Inc.,FL,34224,Web,2013-10-16,Closed with explanation,Yes,No,546495,2013-09-28
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Wells Fargo & Company,TX,76107,Postal mail,2013-10-02,Closed with explanation,Yes,No,545927,2013-09-28
Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,Credit Corp Solutions Inc.,MO,63033,Web,2013-10-22,Closed with non-monetary relief,Yes,Yes,539505,2013-09-24
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",LA,71291,Web,2013-09-25,Closed with explanation,Yes,No,539516,2013-09-24
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,Wells Fargo & Company,GA,30087,Web,2013-10-29,Closed with explanation,Yes,No,575671,2013-10-29
Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,"Navient Solutions, Inc.",KY,41075,Web,2013-10-24,Closed with explanation,Yes,No,568561,2013-10-23
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Encore Capital Group,TN,37061,Web,2013-09-24,Closed with explanation,Yes,Yes,539538,2013-09-24
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"Portfolio Recovery Associates, Inc.",PA,17261,Web,2013-09-25,Closed with non-monetary relief,Yes,No,539546,2013-09-24
