Product Name,Sub Product,Issue,Sub Issue,Company,State Name,Zip Code,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID,Date Recieved
Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,Performant Financial Corporation,VA,23464,Web,2013-09-17,Closed with non-monetary relief,Yes,No,531799,2013-09-17
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,CA,91731,Web,2013-09-17,Closed with explanation,Yes,Yes,530161,2013-09-17
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",WY,82070,Web,2013-10-02,Closed with non-monetary relief,Yes,No,550625,2013-10-02
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",TX,78207,Web,2013-10-02,Closed with explanation,Yes,No,550627,2013-10-02
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"EOS Holdings, Inc.",TX,78664,Web,2013-09-17,Closed with explanation,Yes,Yes,531812,2013-09-17
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,"Diversified Consultants, Inc.",IL,60654,Web,2013-09-17,Closed with explanation,Yes,Yes,531814,2013-09-17
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Allied Interstate LLC,OH,43560,Web,2013-09-05,Closed with non-monetary relief,Yes,No,515760,2013-09-05
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"Unique Management Services, Inc",WA,98106,Referral,2013-08-29,Closed with explanation,Yes,No,506260,2013-08-28
Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,"California Business Bureau, Inc.",CA,92009,Web,2013-09-20,Closed with explanation,Yes,Yes,536576,2013-09-20
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Synchrony Financial,IN,47670,Phone,2013-09-18,Closed with explanation,Yes,No,530192,2013-09-17
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",KY,42071,Web,2013-08-29,Closed with explanation,Yes,No,506211,2013-08-28
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Citibank,TX,75094,Web,2013-09-23,Closed with explanation,Yes,Yes,536598,2013-09-20
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,"LTD Financial Services, L.P.",MO,65802,Web,2013-09-14,Closed with explanation,Yes,No,521967,2013-09-10
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,FL,33578,Fax,2013-09-18,Closed with non-monetary relief,Yes,No,531712,2013-09-17
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,Sallie Mae,LA,70128,Web,2013-09-20,Closed with explanation,Yes,No,515831,2013-09-05
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"MedShield, Inc.",IN,46201,Phone,2013-09-06,Closed with explanation,Yes,No,515779,2013-09-05
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Convergent Resources, Inc.",TN,37862,Web,2013-09-11,Closed with explanation,Yes,No,522008,2013-09-10
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Weltman, Weinberg & Reis",IL,60503,Web,2013-09-18,Closed with explanation,Yes,Yes,530292,2013-09-17
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,NY,10024,Web,2013-09-14,Closed with non-monetary relief,Yes,No,522032,2013-09-10
Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,"Expert Global Solutions, Inc.",NJ,8313,Web,2013-09-18,Closed with explanation,Yes,No,530356,2013-09-17
Debt collection,I do not know,Communication tactics,Called after sent written cease of comm,"Rubin & Rothman, LLC",NY,10009,Referral,2013-09-23,Closed with non-monetary relief,Yes,No,536665,2013-09-20
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Alorica Inc.,CO,80214,Postal mail,2013-10-03,Closed with explanation,Yes,No,551238,2013-10-02
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Sharinn & Lipshie, P.C.",NY,11221,Referral,2013-10-30,Closed with explanation,Yes,No,550804,2013-10-02
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"Dynamic Recovery Solutions, LLC",PA,19107,Referral,2013-10-16,Closed with explanation,Yes,Yes,506376,2013-08-28
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,MEFA,MA,2053,Web,2013-09-23,Closed with explanation,Yes,No,536792,2013-09-20
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"NRA Group, LLC",NY,11106,Web,2013-10-15,Closed with explanation,Yes,Yes,558841,2013-10-15
Debt collection,Credit card,Communication tactics,Threatened to take legal action,JPMorgan Chase & Co.,FL,32570,Phone,2014-01-02,Closed with explanation,Yes,No,536812,2013-09-20
Debt collection,I do not know,Disclosure verification of debt,Not disclosed as an attempt to collect,HSBC North America Holdings Inc.,CA,93675,Web,2013-10-18,Closed,Yes,No,521305,2013-09-10
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Wells Fargo & Company,AZ,85544,Web,2013-11-15,Closed with explanation,Yes,No,531834,2013-09-17
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,Southern Management Corp,TN,37601,Web,2013-10-17,Closed with explanation,Yes,No,543694,2013-09-26
Debt collection,Auto,Disclosure verification of debt,Not given enough info to verify debt,"NRA Group, LLC",IA,52404,Referral,2013-08-29,Closed with non-monetary relief,Yes,No,506435,2013-08-28
Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,Resurgent Capital Services L.P.,MI,48320,Web,2013-09-14,Closed with explanation,Yes,No,520849,2013-09-10
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Sallie Mae,TX,75104,Web,2013-10-16,Closed with monetary relief,Yes,Yes,559359,2013-10-15
Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,"United Collection Bureau, Inc.",OH,43081,Web,2013-09-14,Closed with explanation,Yes,No,522163,2013-09-10
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Convergent Resources, Inc.",CA,94015,Referral,2013-08-29,Closed with explanation,Yes,No,506485,2013-08-28
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Encore Capital Group,FL,33605,Phone,2013-09-18,Closed with explanation,Yes,Yes,530487,2013-09-17
Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,Synchrony Financial,CO,80014,Web,2013-09-23,Closed with non-monetary relief,Yes,No,535613,2013-09-20
Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,Ocwen,FL,33161,Referral,2013-10-03,Closed with explanation,Yes,No,550917,2013-10-02
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Resurgent Capital Services L.P.,TX,77034,Referral,2013-08-29,Closed with explanation,Yes,No,506510,2013-08-28
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Herbert P. Sears Co., Inc.",TX,78254,Web,2013-10-15,Closed with explanation,Yes,No,558886,2013-10-15
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,Sunrise Credit Services Inc.,MO,63134,Web,2013-10-15,Closed with explanation,Yes,Yes,559436,2013-10-15
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,Nationstar Mortgage,SC,29323,Phone,2013-08-30,Closed with explanation,Yes,No,506520,2013-08-28
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"United Collection Bureau, Inc.",MI,48101,Web,2013-09-23,Closed with explanation,Yes,No,536926,2013-09-21
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,JPMorgan Chase & Co.,FL,33496,Web,2013-09-17,Closed with explanation,Yes,No,531847,2013-09-17
Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,"Navient Solutions, Inc.",CA,92240,Web,2013-08-28,Closed with non-monetary relief,Yes,No,506546,2013-08-28
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Retrieval-Masters Creditors Bureau, Inc.",MD,21794,Web,2013-09-23,Closed with non-monetary relief,Yes,No,536940,2013-09-21
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Northland Group, Inc.",CA,91402,Web,2013-09-14,Closed with explanation,Yes,No,522247,2013-09-10
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Continental Central Credit, Inc.",NY,11581,Phone,2013-09-18,Closed with explanation,Yes,No,530408,2013-09-17
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,Radius Global Solutions LLC,CA,91202,Web,2013-09-26,Closed with monetary relief,Yes,No,544924,2013-09-26
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,"MRS BPO, L.L.C.",MO,64015,Web,2013-10-23,Closed with explanation,Yes,No,536962,2013-09-21
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,ERC,FL,34953,Web,2013-10-03,Closed with non-monetary relief,Yes,No,551424,2013-10-03
Debt collection,Auto,Taking/threatening an illegal action,Sued w/o proper notification of suit,Ford Motor Credit Company,MS,39402,Web,2013-10-03,Closed with non-monetary relief,Yes,No,551436,2013-10-03
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,AES/PHEAA,TX,78229,Web,2013-09-23,Closed with explanation,Yes,No,537015,2013-09-21
Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,"Escallate, LLC",NY,11213,Postal mail,2013-10-16,Closed,Yes,No,559486,2013-10-15
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"PayPal Holdings, Inc.",IL,60631,Web,2013-10-03,Closed with monetary relief,Yes,No,551454,2013-10-03
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Pressler & Pressler, LLP",NJ,7006,Web,2013-09-23,Closed with explanation,Yes,No,535605,2013-09-21
Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,"Portfolio Recovery Associates, Inc.",NY,14120,Web,2013-09-21,Closed with non-monetary relief,Yes,No,537030,2013-09-21
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,AllianceOne Recievables Management,NY,12180,Web,2013-09-23,Closed with explanation,Yes,No,537043,2013-09-21
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,Resurgent Capital Services L.P.,TN,37862,Web,2013-09-26,Closed with non-monetary relief,Yes,No,544947,2013-09-26
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,AZ,85016,Web,2013-09-21,Closed with explanation,Yes,No,537067,2013-09-21
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,BYL Collection Services,FL,32256,Web,2013-09-14,Closed with explanation,Yes,No,521262,2013-09-10
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Choice Recovery, Inc.",FL,33646,Web,2013-09-26,Closed with explanation,Yes,No,543932,2013-09-26
Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,Wells Fargo & Company,CA,91206,Referral,2013-08-29,Closed with explanation,Yes,No,506687,2013-08-28
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,AES/PHEAA,OH,44121,Web,2013-09-23,Closed with explanation,Yes,No,537352,2013-09-21
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Citibank,CA,94920,Postal mail,2013-10-03,Closed with explanation,Yes,No,551512,2013-10-03
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",TN,37363,Referral,2013-10-03,Closed with explanation,Yes,No,551409,2013-10-03
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Citibank,NJ,7044,Phone,2013-08-29,Closed with non-monetary relief,Yes,No,506724,2013-08-28
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Account Resolution Corporation,IL,62062,Web,2013-08-29,Closed with non-monetary relief,Yes,No,506749,2013-08-28
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Select Portfolio Servicing, Inc",NJ,7305,Referral,2013-10-03,Closed with explanation,Yes,No,551552,2013-10-03
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,AES/PHEAA,LA,71407,Web,2013-09-24,Closed with explanation,Yes,Yes,537124,2013-09-22
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,ERC,FL,33646,Web,2013-09-26,Closed with non-monetary relief,Yes,No,543935,2013-09-26
Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,U.S. Bancorp,TX,77339,Web,2013-09-26,Closed with explanation,Yes,No,543996,2013-09-26
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Cavalry Investments, LLC",GA,30108,Web,2013-10-15,Closed with explanation,Yes,No,560019,2013-10-16
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,NJ,7024,Web,2013-09-22,Closed with non-monetary relief,Yes,No,537148,2013-09-22
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Synchrony Financial,IN,47302,Web,2013-09-22,Closed with monetary relief,Yes,No,537155,2013-09-22
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Selip & Stylianou, LLP",NY,10032,Referral,2013-08-29,Closed with explanation,Yes,No,506786,2013-08-28
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,ERC,TX,75024,Referral,2013-08-29,Closed with non-monetary relief,Yes,No,501304,2013-08-28
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"USCB, INC.",CA,90026,Web,2013-09-26,Closed with explanation,Yes,No,544035,2013-09-26
Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,Wells Fargo & Company,WA,98012,Web,2013-09-26,Closed with explanation,Yes,No,544036,2013-09-26
Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,"Cavalry Investments, LLC",CO,80439,Web,2013-09-22,Closed with non-monetary relief,Yes,Yes,537187,2013-09-22
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,Security Finance,AL,35261,Web,2013-10-16,Closed with explanation,Yes,No,560070,2013-10-16
Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,"Select Portfolio Servicing, Inc",TX,77021,Phone,2013-09-11,Closed with explanation,Yes,No,522489,2013-09-10
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Expert Global Solutions, Inc.",FL,33162,Referral,2013-09-05,Closed with explanation,Yes,No,507650,2013-08-28
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"Credit Protection Association, L.P.",MD,21045,Phone,2013-08-29,Closed with non-monetary relief,Yes,No,506753,2013-08-28
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,Financial Credit Network Inc,CA,95823,Web,2013-09-27,Closed with explanation,Yes,No,543153,2013-09-26
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Afni, Inc.",OH,43062,Web,2013-09-23,Closed with explanation,Yes,No,539314,2013-09-23
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Dynamic Recovery Solutions, LLC",CA,93933,Web,2013-11-03,Closed with explanation,Yes,No,537823,2013-09-23
Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,Allied Interstate LLC,NY,11235,Referral,2013-08-29,Closed with non-monetary relief,Yes,Yes,507675,2013-08-28
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Santander Consumer USA Holdings Inc,WA,98031,Web,2013-09-14,Closed with explanation,Yes,No,522552,2013-09-10
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,Ditech Financial LLC,GA,30734,Web,2013-09-27,Closed with explanation,Yes,No,544110,2013-09-26
Debt collection,Mortgage,Improper contact or sharing of info,Talked to a third party about my debt,Wells Fargo & Company,VA,24112,Web,2013-08-29,Closed with explanation,Yes,No,507713,2013-08-28
Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,"Advance America, Cash Advance Centers, Inc.",OH,44270,Phone,2013-10-07,Closed with explanation,Yes,No,507727,2013-08-28
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,AES/PHEAA,FL,34608,Web,2013-10-16,Closed with explanation,Yes,No,560179,2013-10-16
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Discover,NJ,8065,Web,2013-10-16,Closed with explanation,Yes,No,560181,2013-10-16
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Nelson, Watson & Associates, LLC",NY,11362,Referral,2013-09-27,Closed with explanation,Yes,No,544149,2013-09-26
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,HSBC North America Holdings Inc.,FL,34243,Referral,2013-10-25,Closed with explanation,Yes,No,537879,2013-09-23
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Capital One,WA,98106,Referral,2013-08-29,Closed with explanation,Yes,No,507693,2013-08-28
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Commercial Recovery Systems,WA,98405,Referral,2013-10-17,Closed,Yes,No,507719,2013-08-28
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Credit Protection Association, L.P.",FL,34243,Referral,2013-09-23,Closed with non-monetary relief,Yes,No,537882,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",NY,11050,Referral,2013-08-29,Closed with explanation,Yes,No,507771,2013-08-28
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Rubin & Rothman, LLC",NY,11362,Referral,2013-11-08,Closed with non-monetary relief,Yes,No,544150,2013-09-26
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,KelKris Associates Inc,CA,93620,Web,2013-09-10,Closed with non-monetary relief,Yes,No,522630,2013-09-10
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,FL,34243,Referral,2013-09-23,Closed with explanation,Yes,No,537883,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Afni, Inc.",CA,93140,Fax,2013-09-23,Closed with explanation,Yes,No,537905,2013-09-23
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"Convergent Resources, Inc.",NJ,8536,Web,2013-08-28,Closed with explanation,Yes,No,501641,2013-08-28
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Synchrony Financial,IN,46738,Phone,2013-10-17,Closed with monetary relief,Yes,No,560888,2013-10-16
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Sallie Mae,IN,46637,Web,2013-10-04,Closed with non-monetary relief,Yes,No,551764,2013-10-03
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",CA,95628,Web,2013-10-16,Closed with monetary relief,Yes,No,560217,2013-10-16
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,AllianceOne Recievables Management,WA,98204,Phone,2013-09-11,Closed with explanation,Yes,No,523184,2013-09-11
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",MS,39213,Referral,2013-08-29,Closed with explanation,Yes,No,507818,2013-08-28
Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,Encore Capital Group,AL,36091,Web,2013-09-14,Closed with non-monetary relief,Yes,No,523240,2013-09-11
Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,Wells Fargo & Company,MI,48230,Web,2013-10-16,Closed with explanation,Yes,No,560231,2013-10-16
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,NJ,8857,Referral,2013-10-04,Closed with explanation,Yes,No,551796,2013-10-03
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"Dynamic Recovery Solutions, LLC",KY,42223,Web,2013-09-23,Closed with explanation,Yes,Yes,537952,2013-09-23
Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,Citibank,TX,78641,Web,2013-09-26,Closed with explanation,Yes,No,544216,2013-09-26
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Progressive Financial Services, Inc.",AZ,85224,Web,2013-09-13,Closed with explanation,Yes,No,523234,2013-09-11
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Resurgent Capital Services L.P.,TX,77083,Referral,2013-08-29,Closed with explanation,Yes,No,507873,2013-08-28
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Citibank,TN,37769,Phone,2013-09-27,Closed with explanation,Yes,No,544529,2013-09-26
Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,"Morgan & Associates, P.C.",NM,88001,Web,2013-08-29,Closed with explanation,Yes,No,508060,2013-08-28
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,"Portfolio Recovery Associates, Inc.",CA,90048,Web,2013-09-27,Closed with non-monetary relief,Yes,No,544282,2013-09-26
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Retrieval-Masters Creditors Bureau, Inc.",NJ,8527,Phone,2013-09-27,Closed with non-monetary relief,Yes,No,544323,2013-09-26
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Resurgent Capital Services L.P.,KS,66502,Web,2013-09-14,Closed with explanation,Yes,No,523317,2013-09-11
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Linebarger Goggan Blair & Sampson, LLP",TX,78108,Referral,2013-10-07,Closed with explanation,Yes,No,523377,2013-09-11
Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,"The CBE Group, Inc.",TX,75043,Web,2013-10-03,Closed with explanation,Yes,No,551957,2013-10-03
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,Higher Education Student Assistance Authority (HESAA),PA,19382,Web,2013-09-27,Closed with explanation,Yes,No,544381,2013-09-26
Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,"MRS BPO, L.L.C.",FL,33611,Web,2013-09-26,Closed with non-monetary relief,Yes,No,544394,2013-09-26
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Media Collections, Inc",CA,90066,Web,2013-10-16,Closed with explanation,Yes,No,559953,2013-10-16
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",MN,56470,Web,2013-10-21,Closed with explanation,Yes,No,560410,2013-10-16
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",CA,92627,Web,2013-10-21,Closed with non-monetary relief,Yes,No,560412,2013-10-16
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Debt Recovery Solutions, LLC",TN,37919,Web,2013-09-14,Closed with explanation,Yes,No,523417,2013-09-11
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",PA,15370,Web,2013-09-12,Closed with explanation,Yes,No,523436,2013-09-11
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Grant & Weber,CA,95757,Web,2013-10-31,Closed with explanation,Yes,No,544444,2013-09-26
Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,"Navient Solutions, Inc.",MN,55068,Web,2013-08-28,Closed with non-monetary relief,Yes,No,508814,2013-08-29
Debt collection,Credit card,Taking/threatening an illegal action,Sued where didn't live/sign for debt,TD Bank US Holding Company,CA,92324,Web,2013-11-01,Closed with explanation,Yes,No,544454,2013-09-26
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Sentry Recovery and Collections, Inc.",NV,89147,Web,2013-11-01,Closed with explanation,Yes,Yes,544461,2013-09-26
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Capital One,DC,20002,Web,2013-09-26,Closed with explanation,Yes,Yes,545164,2013-09-27
Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,First National Bank of Omaha,CA,95008,Web,2013-09-26,Closed with explanation,Yes,No,545175,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,"Bull City Financial Solutions, Inc",OH,45252,Web,2013-09-27,Closed,Yes,Yes,545203,2013-09-27
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,ERC,NY,14624,Phone,2013-09-12,Closed with non-monetary relief,Yes,No,523569,2013-09-11
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Citibank,FL,32208,Web,2013-09-14,Closed with explanation,Yes,No,523427,2013-09-11
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"CCS Financial Services, Inc.",NC,28212,Referral,2013-09-27,Closed with non-monetary relief,Yes,No,545211,2013-09-27
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,HSBC North America Holdings Inc.,IL,61938,Web,2013-11-20,Closed with explanation,Yes,No,539298,2013-09-23
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"D&A Services, LLC",CA,91302,Postal mail,2013-09-30,Closed with explanation,Yes,No,545756,2013-09-27
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"Weltman, Weinberg & Reis",MI,49417,Referral,2013-10-04,Closed with explanation,Yes,No,552587,2013-10-04
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",CA,94544,Referral,2013-09-30,Closed with non-monetary relief,Yes,No,545248,2013-09-27
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",CA,94042,Referral,2013-10-04,Closed with explanation,Yes,No,552593,2013-10-04
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,"Portfolio Recovery Associates, Inc.",GA,30052,Referral,2013-10-01,Closed with non-monetary relief,Yes,No,545255,2013-09-27
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Pinnacle Credit Services, LLC",CA,92780,Referral,2013-09-30,Closed with explanation,Yes,Yes,545288,2013-09-27
Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,"I.C. System, Inc.",PA,16405,Web,2013-10-18,Closed with explanation,Yes,No,523636,2013-09-11
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Dominion Law Associates, P.L.L.C.",VA,23242,Referral,2013-11-13,Closed,Yes,No,552614,2013-10-04
Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,Encore Capital Group,CA,92592,Referral,2013-10-04,Closed with explanation,Yes,No,552627,2013-10-04
